owner,project,sha,sha-p,language,pattern,year,reported,sha_p
php,php-src,633c328cdfef7449cbbe99aa0ab47cc022cfeeb1,c22da81b71abe8c41a94fdea4e95a2bca8ec926d,c,misc,2015,1,2ba22bb549298583f6eb4c42a85519c7447123e9
reverse-shell,routersploit,09a1492c982d834d6a2359685d5df3e920e78f37,235446adfa3281ea749355a461f590be4bf324e9,python,sde,2016,1,78d43d3653f0a3c869f763d910806e1f47ab0ffa
josh,rails,842dab0c29bb05b98856aeb333bb0c2d14601a50,6daa46621b7145fcf948f48bed01d3cfe9221613,ruby,ml,2014,1,4fa871654dc6e591c08cbc53e7eac2e008056fee
AFNetworking,AFNetworking,23763688de09e15e21d367ad022c3dddd509a982,e501c8e37b7e1d3f0a48ff6492cb8a3e7c5b43b9,objc,ml,2015,1,407374746c7106118f5a38136f5d700f216a32af
mantisbt,mantisbt,896f6eb98230c0ae3a6d843aaa805b915ceb800f,8414dc7a5e025958d44deb5f9a072e3caa0be381,php,xss,2013,1,aa6a59618ba80bbb93f1895a03803f34bfbce6d2
apache,flink,31310cd657381d4035cda9659d737ed440f90d26,3e85fc6138b555a6a5595fcba73a024b2dd5c179,java,rl,2017,0,c47cb7af1474b08ee1b7b7a813d03da022015ed1
P0cL4bs,WiFi-Pumpkin,45e0f06bc38da6007f8ef836cd0d23f8ed57c78d,d2d966d8911eb90c3adc4764bc63cf0ae97fba08,python,iap,2016,1,26bf053b5eee012d7205a8ee451026423adac47c
openssl,openssl,4e712c48abaf8e4f1925d52b69caec2a15e01d4d,6aecef815c3c989f6fa2a7b6edf2984e76306622,c,dos,2001,1,bfba6e05b8abfa60794f58761136f2b875633f0b
haberman,gazelle,1378e59d19406da75b5283c7f8ed106b6a9a438d,912eacb66a536349b3e7dd45421d492638180887,c,ml,2009,0,50ef581b4189c5147f3a46d371d20fa3f3f9d18e
splitbrain,dokuwiki,9cf8b6e0e4b94473739d2b36a906a848b9410f7f,0f3058750a5c51ab212bb73db103969bf6f03953,php,xss,2006,1,eae330b6dbdac1213ca6407b1bef7b706ed17066
owncloud,core,d10e137939d8f88d3dd742ec71c653628467c51d,4e327295c65b25fc5d6ceec5a8242eecf57b94e2,php,xss,2012,1,320233ec3dc0bd1c3a46b8dedc4bf9f579804653
mantisbt,mantisbt,362bb1b33686ebe0bb337119c2ba00f20f7bf5f3,23da4e0c814e6ed5ee1fc51be6d2b5f15866b7ca,php,xss,2017,1,8af060ecec961140915852cc4b0ec417e1649641
frappe,erpnext,3d21463a8a929f3f6060f4ee14b199883f2c89d2,3667da1053aed4ac6f8464f3cd91d399ccbaa472,python,injec,2015,1,a3f6fda0df482b5ce8bf39eefb2d25d261e8d1e6
torvalds,linux,54f34e1e4d065ea38f531341018b41c590d71861,04b03594c73c1877a98c7a657cc45bf5e9d89f7c,c,rl,2016,1,121bae2bec47a9944049f2583b1d31f479110f0f
dlitz,pycrypto,9df50513c6d401656d26c87937c63b6e9e77a0df,0782d68840d0ebf850516e606e398b8a5396eb64,c,misc,2014,1,462069263ca6e3c4fac53351a34391e6cef5a7e7
grails,grails-core,abf86d4d505ceb72258485c32ee24f5d347084e5,e6d2467ef35804fb8e10db129a28457f4cc23298,java,xss,2014,1,5171b2b61bed0bb93e4e0cf7f4f4e69663e2a6ea
WordPress,WordPress,9953858514fe3abd72d1d2d227d5557084171382,137705d20ba6f1d878e5f4378905e51c34631316,php,xss,2009,1,51e322e0ef056ae2800f2808a51feb43cc430f0a
grails,grails-core,29c5b1c427faac971d38017c964a6d8874300189,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,groovy,xss,2012,1,390b4c64a21b0547465c70e879d55b4015198d98
josh,rails,23851290dc64b9e352618236e3504c76dad52b2c,efbb041fb0146d5f633c2e645217f3a734539f11,ruby,ucwkv,2013,1,84ba499b1645230dd90f46fa63e5d071ada49f37
mantisbt,mantisbt,8717adaade7472f338bccc555b1af13cd1f3a3fc,6f0d8df6f772e4ef6517ae6fb92057670b07cb5f,php,xss,2004,1,60fd5609472a8767edd9c7b533321f966461a017
cakephp,cakephp,957322ec825492d94d348199391732bec03bef6b,33a38118b69ef9289d95183ca24b968f33c33707,php,xss,2010,1,969b682ece745897c4a76df1198429815245717b
owncloud,core,2dfa02a34647010d26efe61598ff800c94b9c0d3,c88cf5cae558c598714ca88f5e8fe917c0411d31,php,misc,2012,1,3f6e971571825dd66650348ef84b4e57d4cd15b8
joomla,joomla-cms,d23e36fb1faea9b5ae22b82e9acb3bf068695f17,1011d21ea64aad20ca49d266b860f1afb5ffb18c,php,injec,2007,1,410dbd9edf1d9b97e077f8cd4bf7af2f0bf37e95
php,php-src,2cb8950cc2ce784a9660a3e07ddf84a9094cfe91,e64b5c704543df0e9d1925cf52622b1dd686410e,c,csrf,2002,1,486fc0424ab1664831ea098546e14dbf2809c637
laravel,framework,44084f213ff38ea417fd6b08cb30a0f1ee4fbceb,91fd7f2b95c30af866838270beb91be9a2de55f2,php,sde,2013,1,3aad41c18dca507d47ea8488623b58d0f70bc6ea
openssl,openssl,a15cfae6561e9f68e6fd505f718e04fd9adae86a,41bff723c6784cc846054a4fd4add6dbec8c2c64,c,dos,2016,1,1eb12c437bbeb2c748291bcd23733d4a59d5d1ca
